English,Danish
"At this stage it is more important to concentrate on assessing how we can use this process to steer Union regional policy, bearing in mind that the aim is to reduce regional inequality.","I denne fase er det vigtigst at koncentrere sig om at vurdere, hvordan Unionens regionalpolitik kan styres, uden at glemme, at det er hensigten at udjævne de regionale uligheder."
"Our Group emphasises the importance of the principle of subsidiarity, the responsibility of Member States and the role of local players in drafting and implementing programmes.","Vores gruppe vil gerne påpege subsidiaritetsprincippet, medlemsstaternes ansvar, og hvor vigtigt det er, at de lokale aktører deltager i udarbejdelsen og gennemførelsen af programmerne."
It is especially important to get SMEs involved in the planning and implementation of programmes.,Det er specielt vigtigt at inddrage de små og mellemstore virksomheder i planlægningen og gennemførelsen af programmerne.
Our Group also considers it important to take greater account of remote and peripheral areas and wishes to increase interaction between towns and rural areas.,"Vores gruppe mener også, at det er vigtigt at tage mere hensyn til oversøiske og perifere områder, og vil gerne øge vekselvirkningen mellem byer og landdistrikter."
We oppose the excessive control the central administration of the Union and its Member States exercises and we are calling for a reduction in the bureaucracy that has taken root in the drafting and implementation of programmes.,"Vi er imod et overdrevet formynderskab fra Unionen og medlemsstaters centralforvaltning og kræver reducering af bureaukrati, der har fået fodfæste i udarbejdelsen og gennemførelsen af programmerne."
Projects implemented with support from the Union have had their effect watered down all too often by slow decision making and complicated administrative processes.,"Effekten af projekter, der er gennemført ved hjælp af unionsstøtte, svækkes ofte ved en langsom beslutningstagning og kompliceret forvaltning."
Funds have often been granted for projects which have had no lasting benefit for the area concerned.,"Der er ofte bevilget midler til projekter, som ikke har været til varig nytte for regionen."
"Projects have to be carried out more efficiently, more flexibly and they have to be made more productive.","Projekterne skal have højere effektivitet, større fleksibilitet og give bedre resultater."
"While the report was being prepared, it was interesting to discuss the Union' s regional policy in general.",Det har været interessant i forbindelse med udarbejdelse af betænkningen at føre forhandlinger om Unionens regionalpolitik i almindelighed.
"For us new members, it was the first time, and this was a very interesting process.","For os nye medlemmer var det første gang, og dette er en meget interessant proces."
This report is very good and our Group supports it.,"Betænkningen er rigtig god, og vores gruppe bakker den op."
"Mr President, Commissioner, as proof that this Parliament has not yet overcome its role as a consultative and subordinate institution, the excellent report by a fellow member of my Group, Elisabeth Schroedter, has not been able to reach plenary sitting because the plans for regional development for the period 2000-2006 for Objective 1 regions have been sitting in the Commission' s offices for several months.","Hr. formand, hr. kommissær, ærede kolleger, som bevis på, at Parlamentet endnu ikke har overstået stadiet som rådgivende og underordnet institution, kan den fremragende betænkning af Elisabeth Schroedter fra min gruppe ikke nå frem til plenarforsamlingen, fordi planerne for regionaludvikling for perioden 2000-2006 for områderne i mål 1 allerede har ligget i flere måneder i Kommissionens kabinetter."
"Bearing this in mind, this House should, in any event, demand that, before the Community support frameworks for the period in question are approved, they be studied and submitted for debate in this Parliament, specifically in light of the guidelines that we have presented today. This is because we think that they are particularly able to create employment in the poorest and least-developed regions and we would thus contribute to reversing the harmful trends towards inequality that exist in European society and to the move towards a fairer Europe.","Når man tager dette i betragtning, bør vi under alle omstændigheder fra Parlamentets side kræve, at fællesskabsstøttereglerne for den omtalte periode, før de bliver vedtaget, bliver undersøgt og sendt til forhandling her i Parlamentet netop i lyset af de retningslinjer, som vi i dag har fået forelagt, for vi finder det meget vigtigt, at de er i stand til at skabe beskæftigelse i de fattigste eller mindst udviklede regioner, idet vi også skal bidrage til at ændre de negative tendenser for de eksisterende uligheder i det europæiske samfund, og for at vi får et mere retfærdigt Europa."
"Mr President, we should not forget that the main, strategic objective of the Structural and Cohesion Funds and of their coordination is to achieve economic and social cohesion.","Hr. formand, vi må aldrig glemme, at det overordnede og strategiske mål med strukturfondene og Samhørighedsfonden og med deres samordning er at opnå økonomisk og social samhørighed."
We are obliged to participate in drafting directives and also in assessing their results.,Vi er forpligtede til at deltage i udarbejdelsen af retningslinjerne og også i evalueringen af resultaterne.
We are obliged to do so because we are the representatives of the citizens in a Europe of Citizens and not just in a Europe of States and of Regions.,"Og det er, fordi vi er borgernes repræsentanter i Borgernes Europa og ikke kun i et staternes og regionernes Europa."
We feel that the Funds are a necessary but insufficient condition for achieving economic and social cohesion.,"Vi kan konstatere, at fondene er en nødvendig, men ikke tilstrækkelig, betingelse for at opnå økonomisk og social samhørighed."
We might be mistaken in using the gross domestic product per inhabitant as the sole indicator.,"Hvis vi som eneste indikator tager bruttonationalproduktet pr. indbygger, kan vi tage fejl."
