Danish,English
Entré reguleres altid i forhold til det faktiske antal fremmødte på dagen.,Entrance is always adjusted according to the actual number of participants on the day.
Entré:,Entrance:
"ENTREPOT omfattede en række pilotprojekter, feltarbejde og analyser, der geografisk strakte sig fra Nordeuropa over Middelhavet til Østafrika og Indien.","ENTRPOT encompassed a range of pilot projects, fieldwork and analyses, ranging from Northern Europe over the Mediterranean to East Africa and India."
Epoxy gulv: Perssons gulvteknik,Epoxy floor: Perssons Gulvteknik
Dette udstyr leverer Thrane & Thrane:,Equipment provided by Thrane & Thrane:
Erik hart fået lavet en god spån.,Erik has made a good cutting.
Erik måler hældningen på det bord der skal passes til her.,Erik is measuring the slope of the plank that will be fitted here.
"Erik stiller agterstævnen op, så samlingen til kølen kan blive streget op.",Erik sets up the sternpost so the assembly for the keel can be drawn up.
Fejl i rekonstruktion,Errors in reconstruction
Særligt for sejlads:,Especially applicable to sailing trips
"Især byg, rug, og havre, men man har også kendt hvede","Especially barley, rye and oats, but bread wheat was also known"
"Vigtig især var den strategiske position, hvor Denmark kontrollerede indsejlingen til Østersøen og dens indtægter i form af Sundtolden, den særlige skat, som alle skibe på vej ind og ud af Østersøen betalte til den danske Krone.","Especially important was the strategic position, in which Denmark had control over the entrance to the Baltic Sea and its revenues through the levy, at Helsingør, of the Sound toll."
"Især det danske hedenskab var et problem for vores sydlige naboer og erobringer af danske områder blev opfattet som moralsk acceptabelt, hvis formålet var at kristne indbyggerne.",Especially the fact that the Danes were heathens was used as a morally acceptable excuse for rulers of the day to invade other countries on the premise that they wished to convert the inhabitants to Christianity.
Eik Sande,Esping
"""Esping"" betyder aspebåd.","Esping means ""aspen boat""."
"Essays for Ole Crumlin-Pedersen on the occasion of his 60th anniversary February 24th 1995, redigeret af O. Olsen, J. Skamby Madsen & F. Rieck., s. 135-150.","Essays for Ole Crumlin-Pedersen on the occasion of his 60th anniversary February 24th 1995, edited by O. Olsen, J. Skamby Madsen & F. Rieck., s. 135-150."
"Gennemsnitsfart for årer: 2,5 knob","Estimated average speed, oars: 2.5 knots"
"ca. 2,5 knob (for årer)","Estimated maximum speed, oars: 2.5 knots"
...for årer: 4 knob,"Estimated maximum speed, oars: 4 knots"
...og for årer: 5 knob,"Estimated maximum speed, oars: 5 knots"
Anslået topfart for årer: 5 knob,"Estimated maximum speed, oars: 5 knots"
"Målt topfart for årer: 5,5 knob","Estimated maximum speed, oars: 5,5 knots"
Anslået topfart: knap 6 knob,"Estimated maximum speed, oars: 6 knots"
Anslået topfart for sejl: 6-7 knob,"Estimated maximum speed, oars: 6-7 knots"
Målt topfart for sejl: ca. 10 knob,"Estimated maximum speed, sail: 10 knots"
Topfart for sejl: ca. 10 knob.,"Estimated maximum speed, sail: 10 knots"
Anslået topfart for sejl: ca. 11 knob,"Estimated maximum speed, sail: 11 knots"
Topfart for sejl: 12 knob,"Estimated maximum speed, sail: 12 knots"
...for årer: 4 knob,"Estimated maximum speed, sail: 4 knots"
Anslået topfart for sejl: 6 knob,"Estimated maximum speed, sail: 6 knots"
Målt topfart for sejl: ca. 15 knob,"Estimated maximum speed, sail: approx 15 knots"
Anslået topfart: 4 knob,Estimated maximum speed: 4 knots
"Formodet ankomst natten mellem lørdag og søndag”, meldte skipper Carsten Hvid fra Havhingsten, da fortøjningerne blev kastet.","Estimated time of arrival early Sunday”, said skipper Carsten Hvid from the Sea Stallion as it cast off."
Embla,Estrid
Æthelred døde i 1016.,Ethelred died in AD 1016.
Æthelred måtte i flere omgange betale danegæld og måtte til sidst flygte ud af landet.,Ethelred was forced to pay Danegeld several times and had finally to flee the country.
Europa,Europe
Vurder kildeudsagnene om slaget; blandt andet Bayeuxtapetet.,"Evaluate evidence from the sources on the battle, including the Bayeux Tapestry."
Vurder de forskellige kildeudsagn til kampene ved Stamford Brigde og ved Hastings.,Evaluate the evidence from the various sources concerning the battles at Stamford Bridge and at Hastings.
"Vurder de tre hovedpersonernes tropper - hvor mange våben, bueskytter osv.","Evaluate the troops of the three main protagonists - how many weapons, archers etc.?"
"Vurder de tre hovedpersonernes tropper – hvor mange våben, bueskytter osv.","Evaluate the troops of the three main protagonists – how many weapons, archers etc.?"
Også i svag vind og diset regnfuldt vejr.,"Even a light wind and misty, rainy weather."
"Selv efter at englænderne tilbageerobrede York, var byen stadig præget af skandinaver, der levede og arbejdede i byen.","Even after the English recapture of York, the town was still characterised by the Scandinavians living and working there."
"Selv efter at irerne i flere tilfælde havde generobret overherredømmet og vikingerne betalte skat til dem, blev mange skandinaver i Irland.","Even after the Irish had, on several occasions, regained supremacy and the Vikings paid taxes to them, many Scandinavians stayed in Ireland."
Selv 8 m. over jorden målte træet 85 x 85 cm.,"Even at 8m above ground level, the tree still measured 85 x 85cm."
"Allerede inden den endelige besætning er valgt, kan Vikingeskibsmuseet melde ""klart følgeskib"".","Even before completing the choice of crew, the Viking Ship Museum can say: “Support vessel ready”."
"Mere eksotiske lande som Malaysia, Indien og Indonesien har bragt historier om projektet og besætningen har leveret live interviews til blandt andet australsk morgenradio.","Even far-off countries like Malaysia, India and Indonesia carried stories about the project and the crew gave live interviews to amongst others Australian morning radio."
Selv for et krigsskib af Havhingstens størrelse med sin 30 meters længde og rig og mast med en samlet vægt på 850 kilo er det en hverdagsmanøvre at henholdsvis lægge mast og rig ned - og rejse mast og rig.,"Even for a warship of the Sea Stallion's size, with its length of 30 metres and rigging and mast weighing a total of 850 kg, it is an everyday manoeuvre to lower the mast and rigging - and raise them."
Selv for et krigsskib af Havhingstens størrelse med sin 30 meters længde og rig og mast med en samlet vægt på 850 kilo er det en hverdagsmanøvre at henholdsvis lægge mast og rig ned - og rejse mast og rig.,"Even for a warship of the Sea Stallion’s size, with its length of 30 metres and rigging and mast weighing a total of 850 kg, it is an everyday manoeuvre to lower the mast and rigging – and raise them."
"Hvis bare nogle få personer utilsigtet flytter sig fra deres plads, kan det få dramatisk betydning for skibets trim.",Even if only a few crew members make an unplanned movement from their places this can have a dramatic effect on the trim of the ship.
Endnu i 1070 hører vi om en dansk flåde på 200 skibe som angriber og plyndrer York.,Even in 1070 we hear of a Danish fleet of 200 ships attacking and plundering York.
Selv inde i den beskyttede fjord Slien kan der komme vind i sejlene.,Even in the protected fjord Schlei it is can get wind in the sail.
"Selve målingen af solhøjden gjorde man allerede længe før vikingetiden i andre dele af verden med instrumenter som astrolaben eller kvadranten, men der er ikke belæg for, at de har været anvendt i Norden.",Even measurements of the sun's height were carried out long prior to the Viking Age in other parts of the world with instruments such as the astrolabe or quadrant but there is no evidence that these were used in the Nordic Countries.
"Selve målingen af solhøjden gjorde man allerede længe før vikingetiden i andre dele af verden med instrumenter som astrolaben eller kvadranten, men der er ikke belæg for, at de har været anvendt i Norden.",Even measurements of the sun’s height were carried out long prior to the Viking Age in other parts of the world with instruments such as the astrolabe or quadrant but there is no evidence that these were used in the Nordic Countries.
"Selv på moderne fartøjer, hvor man ikke bruger råsejl med en flytbar hals, bruger man udtrykkene styrbord og bagbord halse for at angive, hvordan fartøjet sejler i forhold til vindretningen.","Even on modern vessels, where use is not made of a square sail with a loose tack, the term starboard and port tack are used to denote how the vessel is sailing relative to the direction of the wind."
"Selvom meget af Haralds hærgen virkede planløs, var han nok for stor en strateg til blot at tage på tilfældige plyndringstogter.","Even though much of Haralds ravaging of Denmark seems pointless today, he probably was too much of a strategist to take on casual raids."
